unit,cycle,op_setting_1,op_setting_2,op_setting_3,s1_vibration,s2_temp,s3_pressure,s4_acoustic,s5_flow,s6_current,s7_voltage,s8_misc,failure_flag,failure_mode,RUL
5,13,0.837,0.093,119.34,0.6222,59.927,31.293,41.238,98.827,0.1299,501.953,0.864,0,none,40
5,14,0.837,0.093,119.34,0.6045,60.911,30.398,41.073,99.404,0.1537,489.322,0.577,0,none,39
5,15,0.837,0.093,119.34,0.7128,60.897,30.181,41.707,101.492,0.1617,498.978,0.893,0,none,38
5,16,0.837,0.093,119.34,0.6719,58.85,30.08,41.697,99.981,0.1561,505.621,0.693,0,none,37
5,17,0.837,0.093,119.34,0.689,60.135,29.265,42.273,99.468,0.1611,496.58,0.957,0,none,36
5,18,0.837,0.093,119.34,0.6991,60.617,29.332,42.058,99.359,0.1843,504.002,0.659,0,none,35
5,19,0.837,0.093,119.34,0.7051,60.672,28.911,41.516,100.212,0.1818,499.88,0.408,0,none,34
5,20,0.837,0.093,119.34,0.6865,60.328,28.249,41.846,98.106,0.2021,500.006,0.795,0,none,33
5,21,0.837,0.093,119.34,0.6937,60.33,28.282,42.019,99.29,0.2,496.183,0.281,0,none,32
5,22,0.837,0.093,119.34,0.7366,60.343,28.017,41.198,100.635,0.2076,500.3,0.358,0,none,31
5,23,0.837,0.093,119.34,0.7355,60.033,28.113,42.304,101.004,0.2519,493.548,0.625,0,none,30
5,24,0.837,0.093,119.34,0.7442,60.234,28.25,41.913,100.476,0.2451,505.301,0.143,0,none,29
5,25,0.837,0.093,119.34,0.8052,60.131,28.349,41.583,99.972,0.2534,495.263,0.054,0,none,28
5,26,0.837,0.093,119.34,0.7436,61.081,28.233,42.595,99.672,0.2616,504.125,0.316,0,none,27
5,27,0.837,0.093,119.34,0.7527,60.404,28.221,43.064,99.512,0.2803,496.681,0.892,0,none,26
5,28,0.837,0.093,119.34,0.797,60.491,28.855,42.748,100.265,0.2742,487.806,0.633,0,none,25
5,29,0.837,0.093,119.34,0.7873,60.841,28.826,42.996,100.068,0.2794,505.292,0.105,0,none,24
5,30,0.837,0.093,119.34,0.8123,61.202,29.399,42.775,100.001,0.306,492.781,0.209,0,none,23
5,31,0.837,0.093,119.34,0.7641,59.918,29.409,43.718,99.68,0.306,502.413,0.657,0,none,22
5,32,0.837,0.093,119.34,0.8408,60.602,30.434,42.664,98.446,0.3282,501.882,0.739,0,none,21
5,33,0.837,0.093,119.34,0.812,61.198,30.212,44.074,99.239,0.3319,499.259,0.287,0,none,20
5,34,0.837,0.093,119.34,0.8291,60.599,31.001,42.899,100.741,0.3349,498.857,0.493,0,none,19
5,35,0.837,0.093,119.34,0.8301,61.089,30.591,43.461,100.015,0.3554,499.792,0.519,0,none,18
5,36,0.837,0.093,119.34,0.8364,61.277,31.802,43.959,100.438,0.3602,503.364,0.12,0,none,17
5,37,0.837,0.093,119.34,0.8818,61.23,31.575,42.619,100.256,0.3799,493.243,0.974,0,none,16
5,38,0.837,0.093,119.34,0.8835,60.882,31.869,44.545,98.399,0.3717,499.484,0.747,0,none,15
5,39,0.837,0.093,119.34,0.8571,60.432,31.985,44.169,100.052,0.3879,496.75,0.225,0,none,14
5,40,0.837,0.093,119.34,0.8925,60.641,32.363,44.279,98.889,0.4025,502.491,0.388,0,none,13
5,41,0.837,0.093,119.34,0.9328,60.235,32.136,44.419,99.763,0.4074,490.821,0.89,0,none,12
5,42,0.837,0.093,119.34,0.9136,60.916,31.459,45.245,98.392,0.4218,510.118,0.076,0,none,11
5,43,0.837,0.093,119.34,0.9301,61.281,31.284,45.394,98.106,0.4244,499.585,0.166,0,none,10
5,44,0.837,0.093,119.34,0.9115,60.747,31.041,44.694,98.402,0.4446,510.122,0.073,0,none,9
5,45,0.837,0.093,119.34,0.9227,60.981,30.837,44.774,99.419,0.4503,502.86,0.977,0,none,8
5,46,0.837,0.093,119.34,0.9472,61.164,30.987,44.505,100.72,0.4471,495.218,0.565,0,none,7
5,47,0.837,0.093,119.34,0.9794,60.937,30.518,45.009,99.793,0.4763,493.653,0.222,0,none,6
5,48,0.837,0.093,119.34,0.9976,60.734,29.51,44.933,99.563,0.4793,510.499,0.119,0,none,5
5,49,0.837,0.093,119.34,0.9851,60.601,28.797,44.228,98.397,0.4925,500.752,0.951,0,none,4
5,50,0.837,0.093,119.34,0.9627,61.504,28.707,45.395,98.03,0.5089,493.944,0.192,0,none,3
5,51,0.837,0.093,119.34,1.0246,60.257,28.61,45.207,99.811,0.4946,509.917,0.58,0,none,2
5,52,0.837,0.093,119.34,1.0523,61.092,28.075,44.535,99.811,0.5292,499.362,0.498,0,none,1
5,53,0.837,0.093,119.34,1.0602,61.265,27.757,45.025,98.974,0.5263,502.219,0.071,0,none,0
6,1,1.307,0.73,207.25,0.4579,60.119,30.528,40.302,101.236,-0.0007,503.401,0.152,0,none,61
6,2,1.307,0.73,207.25,0.5439,60.095,31.095,39.914,98.333,0.0269,487.208,0.055,0,none,60
6,3,1.307,0.73,207.25,0.5083,59.517,31.333,39.726,100.666,0.0346,491.371,0.325,0,none,59
6,4,1.307,0.73,207.25,0.5264,60.512,31.609,40.17,98.865,0.0546,491.399,0.661,0,none,58
6,5,1.307,0.73,207.25,0.5517,59.696,31.434,40.761,100.418,0.064,503.252,0.297,0,none,57
6,6,1.307,0.73,207.25,0.5299,60.605,32.105,40.617,99.044,0.0369,500.785,0.933,0,none,56
6,7,1.307,0.73,207.25,0.5807,60.584,31.875,41.598,100.23,0.075,503.33,0.274,0,none,55
6,8,1.307,0.73,207.25,0.5884,59.892,32.161,40.15,98.778,0.0906,504.688,0.562,0,none,54
6,9,1.307,0.73,207.25,0.5899,60.514,31.62,40.706,100.696,0.0985,498.53,0.839,0,none,53
6,10,1.307,0.73,207.25,0.5986,60.17,31.955,41.387,98.999,0.1019,506.598,0.967,0,none,52
6,11,1.307,0.73,207.25,0.6101,59.89,31.827,41.31,100.492,0.1047,489.233,0.132,0,none,51
6,12,1.307,0.73,207.25,0.6419,59.681,31.047,41.388,100.81,0.1135,503.86,0.625,0,none,50
6,13,1.307,0.73,207.25,0.6542,60.391,30.92,41.372,98.224,0.1341,494.853,0.621,0,none,49
6,14,1.307,0.73,207.25,0.6129,60.889,30.409,41.057,99.848,0.133,504.66,0.433,0,none,48
6,15,1.307,0.73,207.25,0.6277,60.918,30.235,41.226,100.16,0.155,505.587,0.199,0,none,47
6,16,1.307,0.73,207.25,0.689,61.08,29.735,41.453,99.472,0.1549,491.658,0.98,0,none,46
6,17,1.307,0.73,207.25,0.6707,59.961,29.42,41.238,100.89,0.1804,490.769,0.398,0,none,45
6,18,1.307,0.73,207.25,0.6614,59.946,28.916,40.926,99.872,0.1895,493.57,0.969,0,none,44
6,19,1.307,0.73,207.25,0.6756,60.468,28.612,41.764,101.673,0.2034,493.502,0.015,0,none,43
6,20,1.307,0.73,207.25,0.7166,60.995,28.79,41.213,100.926,0.2066,492.317,0.866,0,none,42
6,21,1.307,0.73,207.25,0.721,60.59,28.374,41.437,101.047,0.2217,498.853,0.583,0,none,41
6,22,1.307,0.73,207.25,0.7191,60.276,27.61,42.145,100.497,0.2161,502.102,0.672,0,none,40
6,23,1.307,0.73,207.25,0.7295,60.373,28.08,42.115,99.869,0.2383,497.816,0.723,0,none,39
6,24,1.307,0.73,207.25,0.7079,60.488,27.982,43.184,101.29,0.2481,495.134,0.091,0,none,38
6,25,1.307,0.73,207.25,0.7559,60.383,27.847,42.155,99.084,0.2417,499.664,0.733,0,none,37
6,26,1.307,0.73,207.25,0.7457,61.327,28.532,42.804,100.453,0.246,501.034,0.617,0,none,36
6,27,1.307,0.73,207.25,0.7874,60.984,28.225,42.719,100.683,0.2679,505.365,0.269,0,none,35
6,28,1.307,0.73,207.25,0.8273,60.965,28.657,43.353,100.641,0.3014,496.247,0.248,0,none,34
6,29,1.307,0.73,207.25,0.7779,61.44,29.669,42.517,99.45,0.2986,498.064,0.301,0,none,33
6,30,1.307,0.73,207.25,0.7991,60.255,29.442,43.397,99.983,0.3025,498.119,0.41,0,none,32
6,31,1.307,0.73,207.25,0.7849,61.027,29.75,42.96,100.79,0.3134,502.853,0.11,0,none,31
6,32,1.307,0.73,207.25,0.8394,60.136,29.898,43.25,98.34,0.2986,502.664,0.354,0,none,30
6,33,1.307,0.73,207.25,0.8396,60.934,30.788,43.173,99.875,0.3333,500.429,0.941,0,none,29
6,34,1.307,0.73,207.25,0.7956,61.212,30.346,42.7,100.014,0.3442,504.235,0.838,0,none,28
6,35,1.307,0.73,207.25,0.8584,61.003,31.931,42.935,100.474,0.3407,502.778,0.23,0,none,27
6,36,1.307,0.73,207.25,0.8416,60.776,32.111,43.459,100.425,0.3522,498.561,0.222,0,none,26
6,37,1.307,0.73,207.25,0.9185,60.956,31.384,43.418,101.021,0.3909,492.07,0.541,0,none,25
6,38,1.307,0.73,207.25,0.8424,61.303,32.252,43.8,98.703,0.3902,498.794,0.631,0,none,24
6,39,1.307,0.73,207.25,0.8697,60.823,31.719,44.028,99.105,0.3859,495.021,0.392,0,none,23
6,40,1.307,0.73,207.25,0.913,60.734,32.032,42.658,100.26,0.3995,496.175,0.561,0,none,22
6,41,1.307,0.73,207.25,0.9393,61.318,31.966,44.979,100.372,0.4139,499.734,0.334,0,none,21
6,42,1.307,0.73,207.25,0.9445,60.721,32.138,44.367,99.702,0.4191,505.117,0.076,0,none,20
6,43,1.307,0.73,207.25,0.9547,60.631,31.456,44.329,100.848,0.4075,496.966,0.375,0,none,19
6,44,1.307,0.73,207.25,0.9442,60.733,31.574,43.861,99.311,0.4275,492.645,0.069,0,none,18
6,45,1.307,0.73,207.25,0.9379,59.797,31.093,45.137,100.652,0.4386,498.993,0.804,0,none,17
6,46,1.307,0.73,207.25,0.9599,61.054,30.9,45.298,100.415,0.4675,503.12,0.518,0,none,16
6,47,1.307,0.73,207.25,0.9782,60.509,30.471,45.049,99.557,0.4652,501.483,0.908,0,none,15
6,48,1.307,0.73,207.25,0.9893,61.231,30.084,45.192,100.311,0.4986,505.55,0.156,0,none,14
6,49,1.307,0.73,207.25,1.0262,60.871,29.013,44.574,98.91,0.4822,498.147,0.908,0,none,13
6,50,1.307,0.73,207.25,0.9719,60.314,28.921,45.111,99.521,0.5116,497.895,0.66,0,none,12
6,51,1.307,0.73,207.25,0.9968,61.447,28.273,45.545,100.172,0.5155,494.122,0.191,0,none,11
6,52,1.307,0.73,207.25,1.0021,60.533,28.555,44.437,100.618,0.5304,502.686,0.778,0,none,10
6,53,1.307,0.73,207.25,1.0161,61.351,28.233,45.031,98.991,0.5104,501.748,0.039,0,none,9
6,54,1.307,0.73,207.25,1.0087,60.462,28.388,45.735,99.708,0.5353,503.223,0.577,0,none,8
6,55,1.307,0.73,207.25,1.0651,61.406,27.695,45.378,99.961,0.5487,501.669,0.313,0,none,7
6,56,1.307,0.73,207.25,1.0886,60.519,28.249,46.267,100.63,0.5707,510.1,0.625,0,none,6
6,57,1.307,0.73,207.25,1.075,61.663,28.205,45.712,99.649,0.5856,495.908,0.229,0,none,5
6,58,1.307,0.73,207.25,1.1106,61.512,28.402,45.697,100.56,0.5653,500.706,0.996,0,none,4
6,59,1.307,0.73,207.25,1.1025,61.623,28.435,45.962,101.954,0.5849,494.705,0.942,0,none,3
6,60,1.307,0.73,207.25,1.1296,61.201,28.544,46.556,101.078,0.5869,504.338,0.156,0,none,2
6,61,1.307,0.73,207.25,1.1346,62.063,29.452,45.66,101.987,0.6047,498.324,0.019,0,none,1
6,62,1.307,0.73,207.25,1.1268,61.502,30.068,46.623,100.5,0.6102,515.31,0.402,0,none,0
7,1,1.119,0.862,215.47,0.5148,59.444,30.513,39.998,101.755,0.0257,497.671,0.032,0,none,63
7,2,1.119,0.862,215.47,0.517,59.636,30.734,40.666,100.261,0.0233,503.996,0.211,0,none,62
7,3,1.119,0.862,215.47,0.5426,59.658,31.398,39.984,100.253,0.0382,499.832,0.847,0,none,61
7,4,1.119,0.862,215.47,0.5491,59.989,31.289,40.572,100.308,0.0333,499.112,0.211,0,none,60
7,5,1.119,0.862,215.47,0.5465,59.326,31.536,40.358,99.744,0.0476,499.691,0.278,0,none,59
7,6,1.119,0.862,215.47,0.5696,59.814,32.18,40.093,99.239,0.0562,497.099,0.355,0,none,58
7,7,1.119,0.862,215.47,0.5609,60.231,32.149,40.421,99.587,0.0607,499.843,0.302,0,none,57
7,8,1.119,0.862,215.47,0.563,60.836,32.084,40.918,98.937,0.0683,500.09,0.624,0,none,56
7,9,1.119,0.862,215.47,0.5881,59.292,31.924,40.483,100.915,0.0845,499.416,0.458,0,none,55
7,10,1.119,0.862,215.47,0.5873,60.471,32.311,41.565,100.682,0.0959,504.029,0.538,0,none,54
7,11,1.119,0.862,215.47,0.6044,60.643,31.602,40.397,99.948,0.127,506.234,0.361,0,none,53
7,12,1.119,0.862,215.47,0.6188,60.103,31.667,40.937,98.036,0.1151,501.725,0.196,0,none,52
7,13,1.119,0.862,215.47,0.6681,61.073,31.697,41.22,100.296,0.1148,507.385,0.141,0,none,51
7,14,1.119,0.862,215.47,0.6166,59.634,30.757,40.946,99.285,0.1444,497.848,0.286,0,none,50
7,15,1.119,0.862,215.47,0.6279,60.41,30.648,41.243,99.282,0.1477,505.899,0.796,0,none,49
7,16,1.119,0.862,215.47,0.6639,60.58,29.59,41.259,99.323,0.1564,502.695,0.263,0,none,48
7,17,1.119,0.862,215.47,0.6807,60.954,29.298,41.929,97.913,0.1642,499.845,0.921,0,none,47
7,18,1.119,0.862,215.47,0.6618,60.032,28.895,41.765,100.89,0.1959,498.971,0.154,0,none,46
7,19,1.119,0.862,215.47,0.635,60.13,28.618,42.594,99.615,0.1938,500.706,0.615,0,none,45
7,20,1.119,0.862,215.47,0.6574,60.411,28.752,41.675,100.002,0.2006,497.439,0.438,0,none,44
7,21,1.119,0.862,215.47,0.7043,60.564,28.243,41.888,99.43,0.2133,492.414,0.173,0,none,43
7,22,1.119,0.862,215.47,0.735,61.051,27.951,42.915,99.385,0.2233,497.769,0.237,0,none,42
7,23,1.119,0.862,215.47,0.7437,61.384,27.96,42.634,100.098,0.243,496.406,0.345,0,none,41
7,24,1.119,0.862,215.47,0.7549,60.733,28.066,42.748,98.538,0.2283,505.734,0.848,0,none,40
7,25,1.119,0.862,215.47,0.7322,60.978,28.345,43.236,99.396,0.2477,491.803,0.343,0,none,39
7,26,1.119,0.862,215.47,0.7522,60.286,27.887,42.052,100.298,0.2594,502.424,0.502,0,none,38
7,27,1.119,0.862,215.47,0.7663,59.725,28.816,43.089,100.467,0.2852,495.255,0.402,0,none,37
7,28,1.119,0.862,215.47,0.8149,60.425,28.916,42.248,100.924,0.275,497.536,0.342,0,none,36
7,29,1.119,0.862,215.47,0.8145,60.451,29.177,42.615,98.179,0.2927,490.439,0.596,0,none,35
7,30,1.119,0.862,215.47,0.7986,59.995,29.37,43.061,98.991,0.2972,503.576,0.733,0,none,34
7,31,1.119,0.862,215.47,0.8209,60.72,29.913,43.736,100.732,0.3129,491.726,0.011,0,none,33
7,32,1.119,0.862,215.47,0.8008,60.873,30.385,43.289,99.088,0.3097,499.514,0.981,0,none,32
7,33,1.119,0.862,215.47,0.8603,60.961,30.645,43.194,99.048,0.3308,501.289,0.296,0,none,31
7,34,1.119,0.862,215.47,0.8152,60.647,31.123,43.185,99.854,0.3413,498.492,0.458,0,none,30
7,35,1.119,0.862,215.47,0.8611,60.032,31.46,42.726,101.083,0.3453,499.532,0.351,0,none,29
7,36,1.119,0.862,215.47,0.8865,61.297,31.432,43.061,99.363,0.3593,495.743,0.482,0,none,28
7,37,1.119,0.862,215.47,0.861,61.016,32.157,43.468,99.589,0.3815,490.651,0.933,0,none,27
7,38,1.119,0.862,215.47,0.8722,60.928,32.523,43.787,99.486,0.3685,498.438,0.656,0,none,26
7,39,1.119,0.862,215.47,0.8912,61.003,31.894,43.985,99.037,0.3879,503.051,0.662,0,none,25
7,40,1.119,0.862,215.47,0.9031,60.692,31.79,42.907,101.144,0.404,502.138,0.612,0,none,24
7,41,1.119,0.862,215.47,0.8826,60.465,31.795,43.708,101.735,0.4014,497.222,0.395,0,none,23
7,42,1.119,0.862,215.47,0.9241,60.651,31.604,43.6,99.708,0.4215,505.091,0.231,0,none,22
7,43,1.119,0.862,215.47,0.9651,60.869,31.536,44.646,98.731,0.447,501.012,0.677,0,none,21
7,44,1.119,0.862,215.47,0.9726,61.693,31.019,44.251,100.274,0.4415,506.274,0.845,0,none,20
7,45,1.119,0.862,215.47,0.9107,60.341,30.768,44.655,99.943,0.4622,490.244,0.573,0,none,19
7,46,1.119,0.862,215.47,0.9629,60.807,30.42,45.354,99.308,0.4731,494.106,0.805,0,none,18
7,47,1.119,0.862,215.47,0.9674,61.23,29.837,45.128,101.649,0.4807,496.352,0.939,0,none,17
7,48,1.119,0.862,215.47,0.9872,61.182,29.306,44.442,98.971,0.4575,506.307,0.16,0,none,16
7,49,1.119,0.862,215.47,0.984,60.375,29.384,45.026,99.806,0.4824,505.244,0.163,0,none,15
7,50,1.119,0.862,215.47,1.0331,60.813,28.76,44.703,99.894,0.5008,497.4,0.393,0,none,14
7,51,1.119,0.862,215.47,1.0615,60.814,28.573,45.081,98.269,0.5249,500.207,0.275,0,none,13
7,52,1.119,0.862,215.47,1.1289,60.53,28.625,47.079,100.78,0.5137,500.35,0.426,0,none,12
7,53,1.119,0.862,215.47,1.1886,61.295,27.942,46.944,99.889,0.521,504.21,0.084,0,none,11
7,54,1.119,0.862,215.47,1.2326,61.919,27.806,47.395,99.343,0.5207,496.623,0.395,0,none,10
7,55,1.119,0.862,215.47,1.2753,62.155,28.399,47.657,99.393,0.5546,497.705,0.361,0,none,9
7,56,1.119,0.862,215.47,1.3461,63.469,27.782,48.384,99.14,0.5653,494.311,0.26,0,none,8
7,57,1.119,0.862,215.47,1.4,62.764,27.721,47.449,100.975,0.5752,504.892,0.397,0,none,7
7,58,1.119,0.862,215.47,1.4904,63.901,28.146,48.501,98.858,0.5762,498.968,0.993,1,electrical,6
7,59,1.119,0.862,215.47,1.5579,65.095,28.49,48.256,102.282,0.5838,492.325,0.33,1,electrical,5
7,60,1.119,0.862,215.47,1.5624,65.272,28.99,48.464,100.543,0.6147,501.477,0.016,1,electrical,4
7,61,1.119,0.862,215.47,1.641,64.882,29.052,48.515,100.9,0.6145,505.917,0.594,1,electrical,3
7,62,1.119,0.862,215.47,1.6964,66.552,29.944,47.34,101.828,0.6292,496.171,0.226,1,electrical,2
7,63,1.119,0.862,215.47,1.759,66.639,30.478,48.648,100.284,0.6201,495.766,0.479,1,electrical,1
7,64,1.119,0.862,215.47,1.865,66.675,30.623,48.242,99.977,0.6381,498.391,0.028,1,electrical,0
8,1,1.485,0.855,273.3,0.4886,60.976,30.013,40.195,101.007,-0.0025,500.924,0.564,0,none,43
8,2,1.485,0.855,273.3,0.5388,59.653,30.779,40.298,99.202,0.0263,498.802,0.407,0,none,42
8,3,1.485,0.855,273.3,0.5388,59.693,31.198,39.371,100.603,0.033,503.193,0.68,0,none,41
8,4,1.485,0.855,273.3,0.5612,60.022,31.51,40.726,98.862,0.0521,508.674,0.016,0,none,40
8,5,1.485,0.855,273.3,0.5319,60.686,31.883,41.471,99.122,0.0462,501.157,0.103,0,none,39
8,6,1.485,0.855,273.3,0.5729,60.888,31.667,40.411,100.277,0.047,496.211,0.013,0,none,38
8,7,1.485,0.855,273.3,0.5934,60.207,31.995,40.977,99.138,0.0703,489.238,0.607,0,none,37
8,8,1.485,0.855,273.3,0.5975,59.466,31.821,40.659,99.381,0.0797,501.374,0.532,0,none,36
8,9,1.485,0.855,273.3,0.6155,60.349,31.586,40.362,101.676,0.0805,494.233,0.133,0,none,35
8,10,1.485,0.855,273.3,0.6227,59.742,31.917,41.866,100.703,0.1104,504.099,0.873,0,none,34
8,11,1.485,0.855,273.3,0.6452,60.22,31.262,41.325,102.086,0.0999,498.193,0.126,0,none,33
8,12,1.485,0.855,273.3,0.6283,61.517,31.158,40.773,100.085,0.1318,511.392,0.234,0,none,32
8,13,1.485,0.855,273.3,0.6521,60.498,31.03,41.005,98.908,0.1383,504.569,0.898,0,none,31
8,14,1.485,0.855,273.3,0.6091,60.453,31.056,40.999,101.366,0.1348,510.82,0.19,0,none,30
8,15,1.485,0.855,273.3,0.6601,61.198,30.494,41.379,98.974,0.1623,495.176,0.756,0,none,29
8,16,1.485,0.855,273.3,0.6926,59.192,29.53,41.709,99.021,0.1591,501.691,0.062,0,none,28
8,17,1.485,0.855,273.3,0.6716,59.276,29.626,41.21,98.847,0.1531,491.031,0.66,0,none,27
8,18,1.485,0.855,273.3,0.6529,61.356,28.881,41.886,100.511,0.2044,497.289,0.582,0,none,26
8,19,1.485,0.855,273.3,0.6563,59.868,28.692,41.418,100.506,0.1827,510.825,0.872,0,none,25
8,20,1.485,0.855,273.3,0.7238,59.477,28.762,42.092,101.391,0.2012,496.041,0.908,0,none,24
8,21,1.485,0.855,273.3,0.6785,60.019,28.235,42.062,101.973,0.1961,502.528,0.828,0,none,23
8,22,1.485,0.855,273.3,0.7498,60.417,27.847,42.748,100.434,0.2129,504.493,0.941,0,none,22
8,23,1.485,0.855,273.3,0.7387,59.194,28.217,42.363,99.778,0.2505,496.625,0.44,0,none,21
8,24,1.485,0.855,273.3,0.7319,59.848,28.466,42.466,99.41,0.2377,504.037,0.216,0,none,20
8,25,1.485,0.855,273.3,0.7379,60.461,28.21,42.709,98.224,0.2606,501.263,0.826,0,none,19
8,26,1.485,0.855,273.3,0.7877,61.141,28.405,41.839,101.747,0.2605,502.884,0.605,0,none,18
8,27,1.485,0.855,273.3,0.7815,59.902,28.068,42.846,100.146,0.2639,500.705,0.227,0,none,17
8,28,1.485,0.855,273.3,0.8118,60.264,28.808,42.192,99.79,0.2748,497.259,0.387,0,none,16
8,29,1.485,0.855,273.3,0.7874,60.3,28.192,43.926,101.089,0.2862,500.094,0.062,0,none,15
8,30,1.485,0.855,273.3,0.8266,60.663,29.221,43.507,100.177,0.3055,500.344,0.049,0,none,14
8,31,1.485,0.855,273.3,0.9135,59.952,29.71,45.166,99.545,0.3078,499.543,0.123,0,none,13
8,32,1.485,0.855,273.3,0.9684,59.821,30.269,45.36,100.131,0.3167,494.939,0.555,0,none,12
8,33,1.485,0.855,273.3,1.0531,61.853,30.532,43.998,99.639,0.3294,494.947,0.098,0,none,11
8,34,1.485,0.855,273.3,1.0797,61.735,31.14,44.942,101.134,0.3261,497.169,0.097,0,none,10
8,35,1.485,0.855,273.3,1.1599,61.932,31.467,46.468,100.816,0.3495,499.084,0.35,0,none,9
8,36,1.485,0.855,273.3,1.2029,62.971,31.483,45.352,100.596,0.3447,491.489,0.978,0,none,8
8,37,1.485,0.855,273.3,1.28,62.973,32.164,45.262,101.712,0.3525,502.174,0.866,1,wear,7
8,38,1.485,0.855,273.3,1.3395,63.84,31.826,45.675,98.93,0.3579,505.52,0.52,1,wear,6
8,39,1.485,0.855,273.3,1.3707,65.095,31.823,45.313,99.802,0.4107,490.842,0.594,1,wear,5
8,40,1.485,0.855,273.3,1.429,64.21,32.058,47.285,98.642,0.386,501.693,0.742,1,wear,4
8,41,1.485,0.855,273.3,1.509,65.24,31.981,46.826,100.879,0.3992,506.882,0.735,1,wear,3
8,42,1.485,0.855,273.3,1.5763,65.709,32.442,46.001,99.388,0.4381,492.629,0.514,1,wear,2
8,43,1.485,0.855,273.3,1.5932,66.344,31.661,46.362,99.887,0.417,501.164,0.551,1,wear,1
8,44,1.485,0.855,273.3,1.6749,67.17,30.417,46.381,100.05,0.4494,500.924,0.597,1,wear,0
9,1,0.663,0.355,234.04,0.5041,60.676,30.494,40.197,98.73,0.0129,495.84,0.247,0,none,63
9,2,0.663,0.355,234.04,0.5072,60.301,30.228,39.422,101.863,0.0127,501.0,0.088,0,none,62
9,3,0.663,0.355,234.04,0.5314,59.413,30.921,39.841,101.24,0.026,505.342,0.933,0,none,61
9,4,0.663,0.355,234.04,0.5521,60.026,31.735,41.352,100.754,0.0448,500.995,0.997,0,none,60
9,5,0.663,0.355,234.04,0.5305,60.604,31.784,40.386,99.176,0.0428,510.249,0.239,0,none,59
9,6,0.663,0.355,234.04,0.56,60.516,32.1,40.197,98.307,0.0656,500.938,0.303,0,none,58
9,7,0.663,0.355,234.04,0.5839,60.507,31.675,40.558,101.195,0.0789,493.136,0.504,0,none,57
9,8,0.663,0.355,234.04,0.587,59.816,31.465,41.445,100.764,0.075,492.91,0.269,0,none,56
9,9,0.663,0.355,234.04,0.6019,59.863,31.877,41.272,100.422,0.0927,498.304,0.956,0,none,55
9,10,0.663,0.355,234.04,0.6074,59.446,31.472,40.988,99.271,0.0971,497.73,0.317,0,none,54
9,11,0.663,0.355,234.04,0.6152,60.326,31.852,40.884,100.408,0.1155,502.224,0.945,0,none,53
9,12,0.663,0.355,234.04,0.6035,59.673,31.72,42.31,100.009,0.1095,500.146,0.312,0,none,52
9,13,0.663,0.355,234.04,0.6375,60.416,31.389,40.671,100.731,0.1359,499.289,0.859,0,none,51
9,14,0.663,0.355,234.04,0.6468,60.481,30.453,41.823,101.151,0.1455,498.163,0.169,0,none,50
9,15,0.663,0.355,234.04,0.6515,60.225,30.64,41.458,98.88,0.1461,500.893,0.189,0,none,49
9,16,0.663,0.355,234.04,0.6846,60.366,30.425,41.17,102.295,0.1638,501.889,0.709,0,none,48
9,17,0.663,0.355,234.04,0.6944,60.869,29.751,41.542,99.428,0.1733,504.666,0.047,0,none,47
9,18,0.663,0.355,234.04,0.6755,60.396,29.171,41.107,100.793,0.19,496.352,0.393,0,none,46
9,19,0.663,0.355,234.04,0.6985,60.4,28.346,41.242,100.281,0.1687,505.063,0.506,0,none,45
9,20,0.663,0.355,234.04,0.6968,59.831,28.494,42.107,99.438,0.1845,508.729,0.422,0,none,44
9,21,0.663,0.355,234.04,0.6976,60.711,28.406,42.635,98.8,0.1868,504.29,0.513,0,none,43
9,22,0.663,0.355,234.04,0.7034,60.888,27.595,42.199,100.021,0.2177,503.099,0.055,0,none,42
9,23,0.663,0.355,234.04,0.7226,59.786,27.798,42.561,100.322,0.2317,495.024,0.512,0,none,41
9,24,0.663,0.355,234.04,0.7364,59.863,27.561,43.128,100.807,0.2389,497.731,0.802,0,none,40
9,25,0.663,0.355,234.04,0.7362,59.516,28.113,43.521,100.277,0.2498,501.61,0.755,0,none,39
9,26,0.663,0.355,234.04,0.7598,60.644,27.745,42.744,99.437,0.2458,497.414,0.819,0,none,38
9,27,0.663,0.355,234.04,0.79,60.291,28.22,42.32,98.229,0.2747,490.844,0.876,0,none,37
9,28,0.663,0.355,234.04,0.7554,60.552,29.012,42.439,99.688,0.2694,494.707,0.32,0,none,36
9,29,0.663,0.355,234.04,0.7993,60.305,29.166,42.457,100.181,0.303,502.931,0.169,0,none,35
9,30,0.663,0.355,234.04,0.7918,61.385,29.462,42.68,99.109,0.2915,492.686,0.393,0,none,34
9,31,0.663,0.355,234.04,0.7857,60.7,29.566,43.357,100.035,0.2903,503.275,0.646,0,none,33
9,32,0.663,0.355,234.04,0.8362,60.722,29.874,43.09,99.258,0.315,499.527,0.274,0,none,32
9,33,0.663,0.355,234.04,0.8223,60.598,30.504,42.708,99.6,0.3327,499.776,0.775,0,none,31
9,34,0.663,0.355,234.04,0.8437,61.279,30.545,43.21,99.669,0.3428,504.309,0.808,0,none,30
9,35,0.663,0.355,234.04,0.8459,60.436,31.625,42.789,99.03,0.346,506.188,0.382,0,none,29
9,36,0.663,0.355,234.04,0.8676,60.581,31.486,43.209,98.975,0.3718,508.37,0.696,0,none,28
9,37,0.663,0.355,234.04,0.8918,60.509,31.752,42.983,99.475,0.3749,506.48,0.025,0,none,27
